Struman List Rating Data,,,,,,,,
Structure Type : Bridge,,,,,,,,
,,,,,,,,
Structure Number,Structure Name,Structure Type,Inspection Date,Inspection Item,Position,D,E,R
K103_01N_B4721,Pedestrian bridge at Waterkloof,Bridge,27/06/2016,15. Bearings,A2,0,,
K103_01N_B4721,Pedestrian bridge at Waterkloof,Bridge,27/06/2016,16. Support Drainage,P1,X,,
K103_01N_B4721,Pedestrian bridge at Waterkloof,Bridge,27/06/2016,16. Support Drainage,A1,X,,
K103_01N_B4721,Pedestrian bridge at Waterkloof,Bridge,27/06/2016,16. Support Drainage,A2,X,,
K103_01N_B4721,Pedestrian bridge at Waterkloof,Bridge,27/06/2016,17. Expansion Joints,P1,X,,
K103_01N_B4721,Pedestrian bridge at Waterkloof,Bridge,27/06/2016,17. Expansion Joints,A1,0,,
K103_01N_B4721,Pedestrian bridge at Waterkloof,Bridge,27/06/2016,17. Expansion Joints,A2,0,,
K103_01N_B4721,Pedestrian bridge at Waterkloof,Bridge,27/06/2016,18. Longitudinal Members,S1,X,,
K103_01N_B4721,Pedestrian bridge at Waterkloof,Bridge,27/06/2016,18. Longitudinal Members,S2,X,,
K103_01N_B4721,Pedestrian bridge at Waterkloof,Bridge,27/06/2016,19. Transverse Members,S1,X,,
K103_01N_B4721,Pedestrian bridge at Waterkloof,Bridge,27/06/2016,19. Transverse Members,S2,X,,
K103_01N_B4721,Pedestrian bridge at Waterkloof,Bridge,27/06/2016,20. Decks and Slabs,S1,0,,
K103_01N_B4721,Pedestrian bridge at Waterkloof,Bridge,27/06/2016,20. Decks and Slabs,S2,0,,
K103_01N_B4721,Pedestrian bridge at Waterkloof,Bridge,27/06/2016,21. Miscellaneous Items,G0,X,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,01. Approach Embankment,A1,0,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,01. Approach Embankment,A2,0,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,02. Guardrail,G0,1,2,1
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,03. Waterway,G0,2,3,2
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,04. Approach Embankment Protection Works,A1,X,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,04. Approach Embankment Protection Works,A2,X,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,05. Abutment Foundations,A1,0,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,05. Abutment Foundations,A2,0,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,06. Abutments,A1,0,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,06. Abutments,A2,0,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,07. Wing/ Retaining Walls,A1,0,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,07. Wing/ Retaining Walls,A2,0,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,08. Surfacing,G0,0,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,09. Superstructure Drainage,G0,X,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,10. Kerbs / Sidewalks,G0,X,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,11. Parapet,G0,1,2,1
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,12. Pier Protection Works,P1,X,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,13. Pier Foundations,P1,0,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,14. Piers & Columns,P1,0,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,15. Bearings,P1,0,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,15. Bearings,A1,0,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,15. Bearings,A2,0,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,16. Support Drainage,P1,X,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,16. Support Drainage,A1,0,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,16. Support Drainage,A2,0,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,17. Expansion Joints,P1,X,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,17. Expansion Joints,A1,2,1,2
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,17. Expansion Joints,A2,2,1,2
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,18. Longitudinal Members,S1,0,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,18. Longitudinal Members,S2,0,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,19. Transverse Members,S1,X,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,19. Transverse Members,S2,X,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,20. Decks and Slabs,S1,0,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,20. Decks and Slabs,S2,0,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,17/10/2012,21. Miscellaneous Items,G0,0,0,0
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,01. Approach Embankment,A1,0,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,01. Approach Embankment,A2,0,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,02. Guardrail,G0,1,1,1
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,03. Waterway,G0,3,1,3
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,04. Approach Embankment Protection Works,A1,X,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,04. Approach Embankment Protection Works,A2,X,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,05. Abutment Foundations,A1,0,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,05. Abutment Foundations,A2,0,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,06. Abutments,A1,0,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,06. Abutments,A2,0,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,07. Wing/ Retaining Walls,A1,0,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,07. Wing/ Retaining Walls,A2,0,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,08. Surfacing,G0,0,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,09. Superstructure Drainage,G0,X,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,10. Kerbs / Sidewalks,G0,X,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,11. Parapet,G0,1,1,1
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,12. Pier Protection Works,P1,X,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,13. Pier Foundations,P1,0,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,14. Piers & Columns,P1,0,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,15. Bearings,P1,X,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,15. Bearings,A1,X,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,15. Bearings,A2,X,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,16. Support Drainage,P1,X,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,16. Support Drainage,A1,X,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,16. Support Drainage,A2,X,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,17. Expansion Joints,P1,0,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,17. Expansion Joints,A1,0,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,17. Expansion Joints,A2,0,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,18. Longitudinal Members,S1,X,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,18. Longitudinal Members,S2,X,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,19. Transverse Members,S1,X,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,19. Transverse Members,S2,X,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,20. Decks and Slabs,S1,0,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,20. Decks and Slabs,S2,0,,
K103_01N_B4866A,Hennops River Bridge 1,Bridge,28/06/2016,21. Miscellaneous Items,G0,X,,
K103_01N_B4867A,Hennops River Bridge 2,Bridge,17/10/2012,01. Approach Embankment,A1,0,0,0
K103_01N_B4867A,Hennops River Bridge 2,Bridge,17/10/2012,01. Approach Embankment,A2,0,0,0
K103_01N_B4867A,Hennops River Bridge 2,Bridge,17/10/2012,02. Guardrail,G0,0,0,0
K103_01N_B4867A,Hennops River Bridge 2,Bridge,17/10/2012,03. Waterway,G0,1,1,1
K103_01N_B4867A,Hennops River Bridge 2,Bridge,17/10/2012,04. Approach Embankment Protection Works,A1,X,0,0
K103_01N_B4867A,Hennops River Bridge 2,Bridge,17/10/2012,04. Approach Embankment Protection Works,A2,X,0,0
K103_01N_B4867A,Hennops River Bridge 2,Bridge,17/10/2012,05. Abutment Foundations,A1,0,0,0
K103_01N_B4867A,Hennops River Bridge 2,Bridge,17/10/2012,05. Abutment Foundations,A2,0,0,0
K103_01N_B4867A,Hennops River Bridge 2,Bridge,17/10/2012,06. Abutments,A1,0,0,0
K103_01N_B4867A,Hennops River Bridge 2,Bridge,17/10/2012,06. Abutments,A2,0,0,0
K103_01N_B4867A,Hennops River Bridge 2,Bridge,17/10/2012,07. Wing/ Retaining Walls,A1,0,0,0
K103_01N_B4867A,Hennops River Bridge 2,Bridge,17/10/2012,07. Wing/ Retaining Walls,A2,0,0,0
K103_01N_B4867A,Hennops River Bridge 2,Bridge,17/10/2012,08. Surfacing,G0,1,1,1
K103_01N_B4867A,Hennops River Bridge 2,Bridge,17/10/2012,09. Superstructure Drainage,G0,X,0,0
K103_01N_B4867A,Hennops River Bridge 2,Bridge,17/10/2012,10. Kerbs / Sidewalks,G0,X,0,0
K103_01N_B4867A,Hennops River Bridge 2,Bridge,17/10/2012,11. Parapet,G0,0,0,0
K103_01N_B4867A,Hennops River Bridge 2,Bridge,17/10/2012,15. Bearings,A1,0,0,0
K103_01N_B4867A,Hennops River Bridge 2,Bridge,17/10/2012,15. Bearings,A2,0,0,0
K103_01N_B4867A,Hennops River Bridge 2,Bridge,17/10/2012,16. Support Drainage,A1,0,0,0
K103_01N_B4867A,Hennops River Bridge 2,Bridge,17/10/2012,16. Support Drainage,A2,0,0,0
K103_01N_B4867A,Hennops River Bridge 2,Bridge,17/10/2012,17. Expansion Joints,A1,1,1,1
K103_01N_B4867A,Hennops River Bridge 2,Bridge,17/10/2012,17. Expansion Joints,A2,1,1,1
K103_01N_B4867A,Hennops River Bridge 2,Bridge,17/10/2012,18. Longitudinal Members,S1,0,0,0
K103_01N_B4867A,Hennops River Bridge 2,Bridge,17/10/2012,19. Transverse Members,S1,X,0,0
K103_01N_B4867A,Hennops River Bridge 2,Bridge,17/10/2012,20. Decks and Slabs,S1,0,0,0
K103_01N_B4867A,Hennops River Bridge 2,Bridge,17/10/2012,21. Miscellaneous Items,G0,0,0,0
K103_01N_B4867A,Hennops River Bridge 2,Bridge,28/06/2016,01. Approach Embankment,A1,0,,
K103_01N_B4867A,Hennops River Bridge 2,Bridge,28/06/2016,01. Approach Embankment,A2,0,,
K103_01N_B4867A,Hennops River Bridge 2,Bridge,28/06/2016,02. Guardrail,G0,2,1,2
K103_01N_B4867A,Hennops River Bridge 2,Bridge,28/06/2016,03. Waterway,G0,2,1,2
K103_01N_B4867A,Hennops River Bridge 2,Bridge,28/06/2016,04. Approach Embankment Protection Works,A1,X,,
K103_01N_B4867A,Hennops River Bridge 2,Bridge,28/06/2016,04. Approach Embankment Protection Works,A2,X,,
K103_01N_B4867A,Hennops River Bridge 2,Bridge,28/06/2016,05. Abutment Foundations,A1,0,,
K103_01N_B4867A,Hennops River Bridge 2,Bridge,28/06/2016,05. Abutment Foundations,A2,0,,
K103_01N_B4867A,Hennops River Bridge 2,Bridge,28/06/2016,06. Abutments,A1,0,,
K103_01N_B4867A,Hennops River Bridge 2,Bridge,28/06/2016,06. Abutments,A2,0,,
K103_01N_B4867A,Hennops River Bridge 2,Bridge,28/06/2016,07. Wing/ Retaining Walls,A1,0,,
K103_01N_B4867A,Hennops River Bridge 2,Bridge,28/06/2016,07. Wing/ Retaining Walls,A2,0,,
K103_01N_B4867A,Hennops River Bridge 2,Bridge,28/06/2016,08. Surfacing,G0,0,,
K103_01N_B4867A,Hennops River Bridge 2,Bridge,28/06/2016,09. Superstructure Drainage,G0,X,,
K103_01N_B4867A,Hennops River Bridge 2,Bridge,28/06/2016,10. Kerbs / Sidewalks,G0,X,,
K103_01N_B4867A,Hennops River Bridge 2,Bridge,28/06/2016,11. Parapet,G0,0,,
K103_01N_B4867A,Hennops River Bridge 2,Bridge,28/06/2016,15. Bearings,A1,X,,
K103_01N_B4867A,Hennops River Bridge 2,Bridge,28/06/2016,15. Bearings,A2,X,,
K103_01N_B4867A,Hennops River Bridge 2,Bridge,28/06/2016,16. Support Drainage,A1,X,,
K103_01N_B4867A,Hennops River Bridge 2,Bridge,28/06/2016,16. Support Drainage,A2,0,,
K103_01N_B4867A,Hennops River Bridge 2,Bridge,28/06/2016,17. Expansion Joints,A1,0,,
K103_01N_B4867A,Hennops River Bridge 2,Bridge,28/06/2016,17. Expansion Joints,A2,0,,
K103_01N_B4867A,Hennops River Bridge 2,Bridge,28/06/2016,18. Longitudinal Members,S1,X,,
K103_01N_B4867A,Hennops River Bridge 2,Bridge,28/06/2016,19. Transverse Members,S1,X,,
K103_01N_B4867A,Hennops River Bridge 2,Bridge,28/06/2016,20. Decks and Slabs,S1,0,,
K103_01N_B4867A,Hennops River Bridge 2,Bridge,28/06/2016,21. Miscellaneous Items,G0,X,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,01. Approach Embankment,A1,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,01. Approach Embankment,A2,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,02. Guardrail,G0,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,03. Waterway,G0,X,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,04. Approach Embankment Protection Works,A1,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,04. Approach Embankment Protection Works,A2,1,1,1
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,05. Abutment Foundations,A1,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,05. Abutment Foundations,A2,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,06. Abutments,A1,1,2,1
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,06. Abutments,A2,1,2,1
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,07. Wing/ Retaining Walls,A1,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,07. Wing/ Retaining Walls,A2,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,08. Surfacing,G0,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,09. Superstructure Drainage,G0,1,4,1
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,10. Kerbs / Sidewalks,G0,1,4,2
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,11. Parapet,G0,1,1,1
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,12. Pier Protection Works,P1,X,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,12. Pier Protection Works,P2,X,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,12. Pier Protection Works,P3,X,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,12. Pier Protection Works,P4,X,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,12. Pier Protection Works,P5,X,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,13. Pier Foundations,P1,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,13. Pier Foundations,P2,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,13. Pier Foundations,P3,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,13. Pier Foundations,P4,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,13. Pier Foundations,P5,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,14. Piers & Columns,P1,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,14. Piers & Columns,P2,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,14. Piers & Columns,P3,1,1,1
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,14. Piers & Columns,P4,1,1,1
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,14. Piers & Columns,P5,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,15. Bearings,P1,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,15. Bearings,P2,1,2,1
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,15. Bearings,P3,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,15. Bearings,P4,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,15. Bearings,P5,1,2,1
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,15. Bearings,A1,1,2,1
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,15. Bearings,A2,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,16. Support Drainage,P1,X,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,16. Support Drainage,P2,X,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,16. Support Drainage,P3,X,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,16. Support Drainage,P4,X,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,16. Support Drainage,P5,X,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,16. Support Drainage,A1,X,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,16. Support Drainage,A2,X,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,17. Expansion Joints,P1,1,1,1
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,17. Expansion Joints,P2,1,1,1
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,17. Expansion Joints,P3,1,1,1
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,17. Expansion Joints,P4,1,1,1
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,17. Expansion Joints,P5,1,1,1
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,17. Expansion Joints,A1,1,1,1
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,17. Expansion Joints,A2,1,1,1
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,18. Longitudinal Members,S1,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,18. Longitudinal Members,S2,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,18. Longitudinal Members,S3,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,18. Longitudinal Members,S4,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,18. Longitudinal Members,S5,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,18. Longitudinal Members,S6,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,19. Transverse Members,S1,X,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,19. Transverse Members,S2,X,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,19. Transverse Members,S3,X,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,19. Transverse Members,S4,X,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,19. Transverse Members,S5,X,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,19. Transverse Members,S6,X,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,20. Decks and Slabs,S1,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,20. Decks and Slabs,S2,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,20. Decks and Slabs,S3,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,20. Decks and Slabs,S4,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,20. Decks and Slabs,S5,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,20. Decks and Slabs,S6,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,17/10/2012,21. Miscellaneous Items,G0,0,0,0
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,01. Approach Embankment,A1,0,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,01. Approach Embankment,A2,0,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,02. Guardrail,G0,0,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,03. Waterway,G0,X,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,04. Approach Embankment Protection Works,A1,1,1,1
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,04. Approach Embankment Protection Works,A2,1,1,1
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,05. Abutment Foundations,A1,0,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,05. Abutment Foundations,A2,0,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,06. Abutments,A1,1,1,1
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,06. Abutments,A2,1,1,1
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,07. Wing/ Retaining Walls,A1,0,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,07. Wing/ Retaining Walls,A2,0,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,08. Surfacing,G0,0,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,09. Superstructure Drainage,G0,0,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,10. Kerbs / Sidewalks,G0,3,3,2
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,11. Parapet,G0,1,3,1
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,12. Pier Protection Works,P1,X,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,12. Pier Protection Works,P2,X,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,12. Pier Protection Works,P3,X,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,12. Pier Protection Works,P4,X,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,12. Pier Protection Works,P5,X,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,13. Pier Foundations,P1,0,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,13. Pier Foundations,P2,0,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,13. Pier Foundations,P3,0,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,13. Pier Foundations,P4,0,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,13. Pier Foundations,P5,0,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,14. Piers & Columns,P1,0,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,14. Piers & Columns,P2,0,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,14. Piers & Columns,P3,1,1,1
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,14. Piers & Columns,P4,0,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,14. Piers & Columns,P5,0,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,15. Bearings,P1,0,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,15. Bearings,P2,0,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,15. Bearings,P3,0,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,15. Bearings,P4,0,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,15. Bearings,P5,0,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,15. Bearings,A1,0,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,15. Bearings,A2,0,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,16. Support Drainage,P1,X,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,16. Support Drainage,P2,X,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,16. Support Drainage,P3,X,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,16. Support Drainage,P4,X,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,16. Support Drainage,P5,X,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,16. Support Drainage,A1,X,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,16. Support Drainage,A2,X,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,17. Expansion Joints,P1,0,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,17. Expansion Joints,P2,0,,
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,17. Expansion Joints,P3,2,1,2
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,27/06/2016,17. Expansion Joints,P4,0,,
